42	C	MP1		Loď se strojním pohonem oznamuje plavidlu v dohledu manévr změny kursu vpravo:	jedním krátkým tónem.		jedním prodlouženým tónem.		dvěma prodlouženými tóny.	
43	C	MP1		Při snížené viditelnosti musí dávat zvukový signál "jeden prodloužený tón" v intervalech kratších než dvě minuty:	loď se strojním pohonem pohybující se vzhledem k vodě.		loď se strojním pohonem nepohybující se vzhledem k vodě.		plavidlo omezované svým ponorem.	
44	C	MP1		Nouzové signály slouží:	k upozornění na nouzi a potřebu pomoci.		k nácviku poplachu na plavidle.		k identifikaci plavidla v nouzi.	
45	C	MP1		Rakety nebo granáty, vypouštějící červené hvězdy, vypalované jednotlivě v krátkých intervalech znamenají:	signál nouze a potřebu pomoci.		oznámení o přeplutí rovníku.		signál lodi zajišťující start nebo přistávání letadla, aby plula poloviční silou.	
46	C	MP1		Signál podávaný radiotelegraficky nebo jiným signalizačním způsobem, skládající se ze skupiny . . . _ _ _ . . . (SOS) v Morseově abecedě znamená:	signál nouze a potřebu pomoci.		žádost o povolení vjezdu do přístavu.		žádost o sdělení polohy lodi.	
47	C	MP1		Padáková raketa nebo ruční pochodeň dávající červené světlo znamená:	signál nouze a potřebu pomoci.		osvětlení prostoru při plavbě za snížené viditelnosti.		optický signál pro plavidlo v dohledu, aby druhé plavidlo minulo na straně jeho pravoboku .	
48	C	MP1		Padáková raketa nebo ruční pochodeň, upozorňující na nouzi a potřebu pomoci, dává:	červené světlo.		bílé světlo.		zelené světlo.	
49	C	MP1		Dýmový signál vydávající oranžově zbarvený dým znamená:	signál nouze a potřebu pomoci.		dodatečný signál pro lodě provádějící lov ryb těsně vedle sebe.		navigační pomůcka při plavbě za snížené viditelnosti.	
50	C	MP1		Dýmový signál, upozorňující na nouzi a potřebu pomoci, vydává:	oranžově zbarvený dým.		žlutě zbarvený dým.		červeně zbarvený dým.	
51	C	MP1		Přibližujete se k plavidlu, na jehož palubě stojí osoba, která pomalu a opakovaně vzpažuje a připažuje. Toto znamená:	upozornění na nouzi a potřebu pomoci.		požadavek na snížení rychlosti plavby.		mám potápěče pod vodou, nepřibližujte se.	
52	C	MP1		Používání nebo vystavování nouzových signálů pro jiné účely, než upozornění na nouzi a potřebu pomoci, je:	zakázáno.		dovoleno, ale jen ve dne.		dovoleno, ale jen v noci.	
53	C	MP2	MP15.jpg	Přibližují-li se k sobě dvě plachetnice tak, že vzniká nebezpečí srážky, musí:	plachetnice y uvolnit cestu.		plachetnice x uvolnit cestu.		obě musí změnit svůj směr plavby vpravo.	
54	C	MP2	MP16.jpg	Přibližují-li se k sobě dvě plachetnice tak, že vzniká nebezpečí srážky, musí:	plachetnice x uvolnit cestu.		plachetnice y uvolnit cestu		obě musí změnit svůj směr plavby vpravo.	
55	C	MP2	MP17.jpg	Přibližují-li se k sobě dvě plachetnice tak, že vzniká nebezpečí srážky, musí:	plachetnice y uvolnit cestu.		plachetnice x uvolnit cestu.		obě musí změnit svůj směr plavby vpravo.	
56	C	MP2	MP18.jpg	Přibližují-li se k sobě dvě lodi se strojním pohonem v přímém směru tak, že vzniká nebezpečí srážky, musí:	obě změnit svůj směr plavby vpravo.		směr plavby změnit pouze plavidlo x.		směr plavby změnit pouze plavidlo y.	
57	C	MP2	MP19.jpg	Jestliže se křižují kurzy dvou lodí se strojním pohonem tak, že vzniká nebezpečí srážky, musí:	loď x uvolnit cestu.		loď y uvolnit cestu.		obě musí změnit směr plavby vpravo.	
58	C	MP2	MP20.jpg	Pro zabránění srážce na zobrazené situaci musí:	plavidlo x uvolnit cestu.		plavidlo y uvolnit cestu.		obě plavidla změnit směr plavby vpravo.	
59	C	MP2	MP22.jpg	Pro zabránění srážce na zobrazené situaci musí:	plavidlo x uvolnit cestu.		plavidlo y uvolnit cestu.		obě plavidla změnit směr plavby vpravo.	
60	C	MP2	MP21.jpg	Pro zabránění srážce na zobrazené situaci musí:	plavidlo y uvolnit cestu.		plavidlo x uvolnit cestu.		obě plavidla změnit směr plavby vpravo.	
61	C	MP2	MP23.jpg	Pro zabránění srážce na zobrazené situaci musí:	plavidlo x uvolnit cestu.		plavidlo y uvolnit cestu.		obě plavidla změnit směr plavby vpravo.	
62	C	MP2	MP24.jpg	Pro zabránění srážce na zobrazené situaci musí:	plavidlo x uvolnit cestu.		plavidlo y uvolnit cestu.		obě plavidla změnit směr plavby vpravo.	
63	C	MP2	MP25.jpg	Pro zabránění srážce na zobrazené situaci musí:	plavidlo x uvolnit cestu.		plavidlo y uvolnit cestu.		obě plavidla změnit směr plavby vpravo.	
64	C	MP2	MP26.jpg	Pro zabránění srážce na zobrazené situaci musí:	plavidlo y uvolnit cestu.		plavidlo x uvolnit cestu.		plavidlo y zastavit.	
65	C	MP3	MP27.jpg	Plachetnice, která vystavuje vpředu kuželový znak vrcholem dolů:	pluje pod plachtami a současně používá strojní pohon.		pluje pod plachtami a má omezenou možnost manévrovat.		pluje pod plachtami a má poruchu motoru.	
66	C	MP3	MP12.jpg	Takto označené plavidlo je:	loď provádějící lov ryb.		loď omezená svým ponorem.		neovladatelné.	
67	C	MP3	MP10.jpg	Takto označené plavidlo je:	neovladatelné.		omezené svým ponorem.		zakotvené.	
68	C	MP3	MP11.jpg	Takto označené plavidlo je:	loď s omezenou manévrovací schopností.		rybářská loď.		nasedlé na dno.	
69	C	MP3	MP14.jpg	Připlouváme zprava k takto označenému plovoucímu stroji. Pro bezpečnou plavbu je nutné:	nechat jej po svém pravoboku.		nechat jej po svém levoboku.		zastavit.	
70	C	MP3	MP08.jpg	Takto označené plavidlo je:	omezeno svým ponorem.		zakotveno.		neovladatelné.	
71	C	MP3	MP09.jpg	Takto označené plavidlo je:	nasedlé na dno.		lodivod.		rybářská loď.	
72	C	MP3	MP13.jpg	Takto označené plavidlo je:	zakotvené.		nasedlé na dno.		rybářská loď.	
73	C	MP4		Mořské vnitřní vody jsou:	oblasti mezi pevninou a základní linií teritoriálního moře.		oblasti mezi teritoriálním a volným mořem.		oblasti mezi přílivem a odlivem.	
74	C	MP4		Teritoriální moře je definováno jako:	pásmo vod zahrnuté do teritoria pobřežního státu.		oblast bezpečného průjezdu.		oblast zakázaného pronásledování.	
75	C	MP4		Volné moře:	leží vně hranice moře teritoriálního.		je chráněné území sousedního státu.		je oblast národního zájmu příslušného státu.	
76	C	MP4		Námořní protest podává velitel lodě:	došlo-li nebo mohlo-li v souvislosti s provozem lodě dojít k poškození lodě, nákladu nebo zdraví osob na lodi.		nejsou-li zabezpečeny na lodi podmínky péče o posádku.		je-li přesvědčen, že osoba pověřená vykonáváním státního dozoru na plavidle zjistila nedostatky, které neodpovídají skutečnosti.	
77	C	MP4		Námořní protest podává velitel lodě:	v nejbližším přístavu, do kterého připluje, zastupitelskému úřadu ČR nebo notářství nebo námořnímu úřadu nebo soudu státu, do jehož přístavu loď připlula.		v nejbližším přístavu, do kterého připluje, provozovateli plavidla.		v místě sídla zastupitelského úřadu ČR vlastníkovi plavidla.	
78	C	MP4		Srážka námořního plavidla s jiným námořním plavidlem nebo jiným pevným předmětem se v námořním zákoně nazývá:	námořní nehodou.		námořním protestem.		společnou kolizí.	
79	C	MP4		Znečištění mořského prostředí se v námořním zákoně nazývá:	námořní nehodou.		námořním protestem.		společnou kolizí.	
80	C	MP4		Škody, které vzniknou úmyslným a účelným způsobením škody pro záchranu majetkových hodnot ze společného námořního nebezpečí, se v námořním zákoně nazývají:	společnou havárií.		námořním protestem.		námořní kolizí.	
81	C	MP4		Za provedenou záchranu lodě a dalších hodnot na lodi:	se poskytuje zachránci odměna přiměřená stupni ohrožení, úsilí zachránce a úspěšnosti záchrany.		se poskytuje zachránci odměna, pokud byla předem podepsána smlouva o poskytnutí pomoci.		se odměna neposkytuje.	
82	C	MP4		Pokud byla plavidlu poskytnuta pomoc, o kterou v nouzi požádalo:	může kapitán plavidla, které pomoc poskytlo, požádat o finanční odměnu za poskytnutí pomoci.		nemůže kapitán plavidla, které pomoc poskytlo, požádat o finanční odměnu za poskytnutí pomoci.		rozhoduje o nároku na odměnu za poskytnutí pomoci zásadně námořní soud.	
83	C	MP4		Za poskytnutí pomoci k záchraně na moři:	má zachránce zákonné námořní zástavní právo k zachráněnému majetku.		nemá zachránce zákonné námořní zástavní právo k zachráněnému majetku.		má zachránce zákonné námořní zástavní právo k zachráněnému majetku, pokud byla předem podepsána smlouva o poskytnutí pomoci.	
84	C	MP4		Pokud je kolem plující plavidlo požádáno o odtažení lodě do nejbližšího přístavu a zachránce po odtažení žádá o finanční odměnu:	může použít zachránce zástavního práva k zachráněné lodi, pokud není schopen žadatel o pomoc finanční odměnu poskytnout.		nemá zachránce na finanční odměnu nárok.		může použít zachránce zástavního práva k zachráněné lodi, pokud není schopen žadatel o pomoc finanční odměnu poskytnout, byla-li předem podepsána smlouva o poskytnutí pomoci.	
85	C	N1		Magnetický a ruční zaměřovací kompas slouží obecně pro měření:	směru.		hloubky.		rychlosti.	
86	C	N1		Střelka magnetického kompasu směřuje:	k severnímu pólu a je ovlivněna deklinaci a deviací.		k severnímu pólu a není ničím ovlivněna.		vždy rovnoběžně s osou plavidla a je ovlivněna polohou plavidla vůči severu.	
87	C	N1		Úhel mezi zeměpisným a magnetickým pólem se nazývá:	deklinace.		deviace.		devalvace.	
88	C	N1		Odchylka kompasu způsobená různými magnetickými poli se nazývá:	deviace.		dekontaminace		deklinace.	
89	C	N1		Plujete rychlostí 5 uzlů. Tato rychlost odpovídá přibližně rychlosti:	2,5 m/s.		5 m/s.		10 m/s.	
90	C	N1		Plujete rychlostí 4 uzle. Tato rychlost odpovídá přibližně rychlosti:	2 m/s.		4 m/s.		8 m/s.	
91	C	N1		Plujete rychlostí 6 uzlů. Tato rychlost odpovídá přibližně rychlosti:	3 m/s.		6 m/s.		12 m/s.	
92	C	N1		Plujete rychlostí 2 m/s. Tato rychlost odpovídá přibližně rychlosti:	4 uzle.		2 uzle.		1 uzel.	
93	C	N1		Plujete rychlostí 1 m/s. Tato rychlost odpovídá přibližně rychlosti:	2 uzle.		1 uzel.		0,5 uzle.	
94	C	N1		Plujete rychlostí 3 m/s. Tato rychlost odpovídá přibližně:	6 uzlů.		3 uzle.		1,5 uzle.	
95	C	N1		Na plavidle měříte rychlost metodou tzv. "bočního logu". Délka plavidla je 6 metrů. Naměřený čas jsou 3 sekundy. Rychlost plavidla je:	4 uzle.		2 uzle.		6 uzlů.	
96	C	N1		Na plavidle měříte rychlost metodou tzv. "bočního logu". Délka plavidla je 8 metrů. Naměřený čas jsou 4 sekundy. Rychlost plavidla je:	4 uzle.		2 uzle.		8 uzlů.	
97	C	N1		Na plavidle měříte rychlost metodou tzv. "bočního logu". Délka plavidla je 10 metrů. Naměřený čas je 5 sekund. Rychlost plavidla je:	4 uzle.		2 uzle.		10 uzlů.	
98	C	N1		Rychlost vašeho plavidla je 3 uzle. Vzdálenost 1 ,5 námořní míle uplujete za:	0,5 hodiny.		1 hodinu.		2 hodiny.	
99	C	N1		Rychlost vašeho plavidla je, 4 uzle. Vzdálenost 2 námořní míle uplujete za:	0,5 hodiny.		1 hodinu.		2 hodiny.	
100	C	N2		Měřítko mapy 1 : 10 000 znamená, že 1 cm na mapě odpovídá:	100 m ve skutečnosti.		100 cm ve skutečnosti.		1 km ve skutečnosti.	
101	C	N2		Měřítko mapy 1 : 100 000 znamená, že 1 cm na mapě odpovídá:	1 km ve skutečnosti.		100 m ve skutečnosti.		10 km ve skutečnosti.	
102	C	N2		Na námořní mapě se linie, která spojuje místa stejných hloubek nazývá:	izobata.		izobara.		izohypsa.	
103	C	N2	N39.jpg	Na metrické mapě znamená uvedená číslice hloubku:	3,5 metru.		3 metry 5 centimetrů.		35 metrů.	
104	C	N2	N40.jpg	Na metrické mapě znamená uvedená číslice hloubku:	6 metrů 3 decimetry.		63 metrů.		6 metrů 3 centimetry.	
105	C	N2	N37.jpg	Na námořní mapě znamená znak:	ponořená skála, nebezpečná pro plavbu, s uvedenou hloubkou nad ní.		ponořený kámen, plavba nad ním je bezpečná.		překážka s uvedenou výškou nad hladinou.	
106	C	N2	N29.jpg	Na námořní mapě znamená znak:	přístavní úřad.		významná kóta nad hladinou.		celnice.	
107	C	N2	N30.jpg	Na námořní mapě znamená znak:	celnice		komín.		kostel.	
108	C	N2	N31.jpg	Na námořní mapě znamená znak:	kotviště.		stanoviště lodivoda.		kotvení zakázáno.	
109	C	N2	N32.jpg	Na námořní mapě znamená znak:	kotvení zakázáno.		kotviště.		nebezpečný vrak pod hladinou.	
110	C	N2	N33.jpg	Na námořní mapě znamená znak:	skály ve výši hladiny		navigační světlo.		vysílač.	
111	C	N2	N34.jpg	Na námořní mapě znamená znak v barvě fialové:	kabel pod vodou.		izobaty.		nebezpečná mělčina.	
112	C	N2	N35.jpg	Na námořní mapě znamená znak:	potrubí pod vodou.		čerpací stanice pohonných hmot.		hranice zákazu plavby.	
113	C	N2	N01.jpg	Na námořní mapě znamená znak:	potopený vrak, nebezpečný pro lodní dopravu.		vrak vyčnívající nad hladinu.		vrak, který není nebezpečný pro lodní dopravu.	
114	C	N2	N02.jpg	Na námořní mapě znamená znak:	vrak, který není nebezpečný pro lodní dopravu.		vrak vyčnívající nad hladinu.		vrak nebezpečný pro lodní dopravu.	
115	C	N2	N36.jpg	Na námořní mapě znamená znak:	nebezpečné skalní útesy pod vodou.		bóje pravé strany plavební dráhy.		radarový odražeč.	
116	C	N2	N38.jpg	Tento údaj na displeji přístroje GPS znamená, že bod se nachází na pozici:	43 stupňů, 20 minut severní šířky a 15 stupňů 40 minut východní délky.		43 stupňů 20 minut severní délky a 15 stupňů 40 minut východní šířky.		43 stupňů 20 minut severní šířky a 15 stupňů 40 minut východní šířky.	
117	C	N2		Námořní míle měří:	1852 m.		1609 m.		1500 m, ale jen v naší zeměpisné šířce.	
118	C	N2		Námořní míle se na mapě odměřují:	na svislém rámečku mapy.		na vodorovném rámečku mapy.		na vodorovném nebo svislém rámečku mapy.	
119	C	N2		Na námořní mapě spojuje poledník body se stejnou:	zeměpisnou délkou.		zeměpisnou šířkou.		hloubkou.	
120	C	N2		Na námořní mapě spojuje rovnoběžka body se stejnou:	zeměpisnou šířkou.		zeměpisnou délkou.		hloubkou.	
121	C	N2		Zeměpisnou šířku odečítáme na námořní mapě:	podél pravého a levého svislého rámečku mapy.		podél horního a spodního vodorovného rámečku mapy.		v libovolné části rámečku mapy.	
122	C	N2		Zeměpisnou délku odečítáme na námořní mapě:	podél horního a spodního vodorovného rámečku mapy.		podél pravého a levého svislého rámečku mapy.		v libovolné části rámečku mapy.	
123	C	N3	N03.jpg	Plujete z moře do přístavu. Před sebou vidíte červenou válcovou bóji. Jestliže chcete plout v plavební dráze:	musíte minout bóji na levoboku.		musíte minout boji na pravoboku.		můžete bóji míjet po obou stranách.	
124	C	N3	N04.jpg	Plujete z moře do přístavu. Před sebou vidíte zelenou kuželovitou bóji. Jestliže chcete plout v plavební dráze:	musíte minout bóji na pravoboku.		musíte minout bóji na levoboku.		můžete bóji míjet po obou stranách.	
125	C	N3	N05.jpg	Plujete z přístavu na moře. Před sebou vidíte červenou tyčovou bóji, která má červený válec jako vrcholový znak. Jestliže chcete plout v plavební dráze, musíte:	minout bóji na pravoboku.		minout boji na levoboku.		bóji lze míjet po obou stranách.	
126	C	N3	N06.jpg	Plujete z přístavu na moře. Před sebou vidíte zelenou tyčovou bóji, která má zelený kužel vrcholem vzhůru jako vrcholový znak. Jestliže chcete plout v plavební dráze, musíte:	minout bóji na levoboku.		minout bóji na pravoboku.		bóji lze míjet po obou stranách.	
127	C	N3		Červené válcové bóje mohou mít jako vrcholový znak:	červený válec.	N03a.jpg	červenou kouli.	N07.jpg	červený kužel.	N08.jpg
128	C	N3		Zelené kuželové bóje mohou mít jako vrcholový znak:	zelený kužel vrcholem vzhůru.	N04a.jpg	zelený válec.	N09.jpg	zelenou kouli.	N10.jpg
129	C	N3		Plujete z moře do přístavu. Před sebou vidíte bóji, která značí, že hlavní plavební dráha je vpravo. Tato bóje bude:	červená válcová s jedním širokým vodorovným zeleným pásem.	N11.jpg	zelená kuželová s jedním širokým vodorovným červeným pásem.	N12.jpg	červená kuželová s jedním širokým vodorovným zeleným pásem.	N13.jpg
130	C	N3		Plujete z moře do přístavu. Před sebou vidíte bóji, která značí, že hlavní plavební dráha je vlevo. Tato bóje bude:	zelená kuželová s jedním širokým vodorovným červeným pásem.	N12.jpg	červená válcová s jedním širokým vodorovným zeleným pásem.	N11.jpg	zelená válcová s jedním širokým vodorovným červeným pásem.	N14.jpg
131	C	N3		Plujete v hlavní plavební dráze z přístavu na moře. Bóje, které míjíte na levoboku, budou mít jako vrcholový znak:	zelený kužel vrcholem vzhůru.	N04a.jpg	červený válec.	N03a.jpg	červenou kouli.	N07.jpg
132	C	N3		Plujete v hlavní plavební dráze z přístavu na moře. Bóje, které míjíte na pravoboku budou mít jako vrcholový znak:	červený válec.	N03a.jpg	zelený kužel vrcholem vzhůru.	N04a.jpg	červenou kouli.	N07.jpg
133	C	N3	N15a.jpg	Plujete z přístavu na moře. Před sebou vidíte kulovou bóji, která má červené a bílé svislé pruhy. Tato bóje znamená, že:	kolem ní je splavná voda.		se pod ní nachází izolované nebezpečí.		se blížíme k pásmu vojenských cvičení.	
134	C	N4		Kardinální značení v systému IALA ukazuje bezpečnou stranu při míjení nebezpečí na východní straně. Bóje má jako vrcholový znak:		N16.jpg		N17.jpg		N18.jpg
135	C	N4		Kardinální značení v systému IALA ukazuje bezpečnou stranu při míjení nebezpečí na západní straně. Bóje má jako vrcholový znak:		N18.jpg		N16.jpg		N17.jpg
136	C	N4		Kardinální značení v systému IALA ukazuje bezpečnou stranu při míjení nebezpečí na jižní straně. Bóje má jako vrcholový znak:		N19.jpg		N18.jpg		N16.jpg
137	C	N4		Kardinální značení v systému IALA ukazuje bezpečnou stranu při míjení nebezpečí na severní straně. Bóje má jako vrcholový znak:		N17.jpg		N16.jpg		N19.jpg
138	C	N4	N16.jpg	Při plavbě v pobřežních vodách se blížíte k bóji, která má jako vrcholový znak uvedené vyobrazení. Splavná voda se nachází:	východně od bóje.		jižně od bóje.		západně od bóje.	
139	C	N4	N18.jpg	Při plavbě v pobřežních vodách se blížíte k bóji, která má jako vrcholový znak uvedené vyobrazení. Splavná voda se nachází:	západně od bóje.		jižně od bóje.		východně od bóje.	
140	C	N4	N17.jpg	Při plavbě v pobřežních vodách se blížíte k bóji, která má jako vrcholový znak uvedené vyobrazení. Splavná voda se nachází:	severně od bóje.		jižně od bóje.		západně od bóje.	
141	C	N4	N19.jpg	Při plavbě v pobřežních vodách se blížíte k bóji, která má jako vrcholový znak znak uvedené vyobrazení.Splavná voda se nachází:	jižně od bóje.		severně od bóje.		východně od bóje.	
142	C	N4	N20.jpg	Při plavbě v pobřežních vodách se blížíte k bóji, která z nějakého důvodu ztratila vrcholový znak. Bóje má následující zbarvení: nahoře žlutá, dole černá. Tato bóje udává, že splavná voda se nachází:	jižně od bóje.		severně od bóje.		východně od bóje.	
143	C	N4	N21.jpg	Při plavbě v pobřežních vodách se blížíte k bóji, která z nějakého důvodu ztratila vrcholový znak. Bóje má následující zbarvení: nahoře černá, dole žlutá. Tato bóje udává, že splavná voda se nachází:	severně od bóje.		západně od bóje.		jižně od bóje.	
144	C	N4	N22.jpg	Při plavbě v pobřežních vodách se blížíte k bóji, která z nějakého důvodu ztratila vrcholový znak. Bóje má následující zbarvení: černá s jedním žlutým širokým vodorovným pruhem. Tato bóje udává, že splavná voda se nachází:	východně od bóje.		severně od bóje.		západně od bóje.	
145	C	N4	N23.jpg	Při plavbě v pobřežních vodách se blížíte k bóji, která z nějakého důvodu ztratila vrcholový znak. Bóje má následující zbarvení: žlutá s jedním černým širokým vodorovným pruhem. Tato bóje udává, že splavná voda se nachází:	západně od bóje.		jižně od bóje.		východně od bóje.	
146	C	N4		V systému IALA se nad izolovaným nebezpečím upevňuje bóje, která má jako vrcholový znak:		N24.jpg		N25.jpg		N26.jpg
147	C	N4		Bóje, která v systému IALA informuje například o pásmu vojenských cvičení, o rekreačním pásmu, o uložení kabelů nebo potrubí a podobně má barvu:	žlutou.	N27.jpg	červené a bílé svislé pruhy.	N15.jpg	černou s jedním červeným širokým vodorovným pruhem.	N28.jpg
148	C	N4		Bóje, která v systému IALA značí izolované nebezpečí má barvu:	černou s jedním nebo více širokými vodorovnými červenými pruhy.	N28.jpg	žlutou.	N27.jpg	červené a bílé svislé pruhy.	N15.jpg
149	C	N4		Bóje, která v systému IALA značí bezpečnou vodu, má barvu:	červené a bílé svislé pruhy.	N15.jpg	černou s jedním nebo více širokými vodorovnými červenými pruhy.	N28.jpg	žlutou.	N27.jpg
150	C	M1		Obecně platí, že s přibývající nadmořskou výškou tlak vzduchu:	klesá.		stoupá.		zůstává stejný.	
151	C	M1		Normální atmosférický tlak přepočtený na hladinu moře je:	1013 hPa.		993 hPa.		1023 hPa.	
152	C	M1		Při stavu aneroidu 990 hPa je tlak vzduchu:	nízký.		vysoký.		normální.	
153	C	M1		Čára spojující místa se stejnou hodnotou tlaku vzduchu přepočítaného na hladinu moře se nazývá:	izobara.		izobata.		izohypsa.	
154	C	M1		Na synoptické mapě je rozložení tlaku vzduchu znázorněno pomocí:	izobar.		izobat.		izohyps.	
155	C	M1		K měření tlaku vzduchu se na malých plavidlech nejčastěji používá:	aneroid.		rtuťový tlakoměr.		anemometr.	
156	C	M1		Beaufortova stupnice se využívá pro odhad:	síly větru.		oblačnosti.		směru větru.	
157	C	M1		Vítr je jihovýchodní. Znamená to, že vane:	z jihovýchodu na severozápad.		ze severozápadu na jihovýchod.		z jihu na východ.	
158	C	M1		Vítr je severozápadní. Znamená to, že vane:	ze severozápadu na jihovýchod.		z jihovýchodu na severozápad.		ze severu na západ.	
159	C	M1		Rychlost větru 4° Bft je asi:	12 uzlů (6 m/s).		6 uzlů (3 m/s).		20 uzlů (10 m/s).	
160	C	M1		Rychlost větru 6°Bft je asi:	24 uzle (12 m/s).		18 uzlů (9 m/s).		30 uzlů (15 m/s).	
161	C	M1		Oblaky vznikají:	ochlazováním stoupající masy vzduchu.		oteplováním klesající masy vzduchu.		oteplováním stoupající masy vzduchu.	
162	C	M1		Vysokými oblaky jsou:	cirrus, cirrocumulus, cirrostratus.		altocumulus, altostratus, nimbostratus.		stratus, stratocumulus.	
163	C	M1		Do středního patra oblaků patří:	altocumulus, altostratus.		stratocumulus.		stratus.	
164	C	M1		Mezi nízké oblaky patří:	stratocumulus, stratus.		altocumulus, altostratus.		cirrus, cirrostratus.	
165	C	M1		Cumulonimbus:	zasahuje výškově do všech pater.		patří mezi střední oblaky.		patří mezi nízké oblaky.	
166	C	M1		Cirrocumulus patří mezi:	vysoké oblaky.		střední oblaky.		nízké oblaky.	
167	C	M1	M01.jpg	Všeobecný název pro jednotlivé vzájemně oddělené bílé obláčky vláknité struktury, často hedvábného lesku, bez vlastního stínu, které mají tvar vláken nebo jejich svazků, které nezeslabují světlo a jsou složeny z krystalků ledu je:	cirrus.		stratus.		cumulus.	
168	C	M1	M02.jpg	Všeobecný název pro jednotlivé, obvykle zářivě bílé a husté mraky s ostře ohraničenými obrysy, které jsou buď ploché, nebo se vyvíjejí do výšky ve tvaru kup nebo věží, které mají téměř vodorovnou základnu poměrně tmavou a které jsou tvořeny z kapiček vody	cumulus.		stratus.		nimbostratus.	
169	C	M1	M03.jpg	Všeobecný název pro souvislou jednotvárně šedou oblačnou vrstvu bez určitých obrysů, ze které může někdy mrholit, je:	stratus.		altocumulus.		cirrostratus.	
170	C	M1	M04.jpg	Všeobecný název pro mohutný a hustý oblak nápadně vyvinutý do výšky, jehož horní část je zploštělá a rozšiřuje se do podoby vějíře nebo kovadliny, který přináší nárazovitý silný vítr a lijáky, je:	cumulonimbus.		nimbostratus.		cumulus.	
171	C	M1		V teplé vzduchové hmotě se vyskytují převážně oblaky typu:	stratus, stratocumulus.		cumulus, cumulonimbus.		cirrostratus, altostratus.	
172	C	M1		Ve studené vzduchové hmotě se vyskytují převážně oblaky typu:	cumulus, cumulonimbus.		stratus, stratocumulus.		cirrostratus, altostratus.	
173	C	M1		Jestliže vzduchová hmota proudí nad chladnější povrch, než byla oblast jejího vzniku, je tato vzduchová hmota:	teplá.		studená.		místní.	
174	C	M1		Jestliže vzduchová hmota proudí nad teplejší povrch, než byla oblast jejího vzniku, je tato vzduchová hmota:	studená.		teplá.		místní.	
175	C	M1	M05.jpg	Útvar znázorněný na synoptické mapě zobrazuje:	tlakovou níži.		tlakovou výši.		hřeben vysokého tlaku.	
176	C	M1	M06.jpg	Útvar znázorněný na synoptické mapě znázorňuje:	tlakovou výši.		tlakovou níž.		brázdu nízkého tlaku.	
177	C	M1		Synoptická mapa slouží:	pro vyhodnocení povětrnostní situace.		k lepší navigační orientaci v dané oblasti.		k zápisu trasových bodů uskutečněné plavby.	
178	C	M1		Výška vlny se měří:	mezi prohlubní a hřbetem.		mezi dnem a maximálním vzdutím.		mezi pobřežní linií a hřbetem vlny.	
179	C	M1		Tlak vzduchu zpravidla měříme aneroidem v:	hektopascalech (hPa).		metrech za sekundu (m/s).		procentech (%).	
180	C	M1		Silný studený vítr ze severu nebo severozápadu se ve Středomoří označuje jako:	Mistral.		Föhn.		Scirocco.	
181	C	M1	M07.jpg	Na synoptické mapě je takto znázorněna:	teplá fronta.		studená fronta.		okluzní fronta.	
182	C	M1	M08.jpg	Na synoptické mapě je takto znázorněna:	studená fronta.		teplá fronta.		okluzní fronta.	
183	C	M1		Na synoptické mapě je okluzní fronta označena:		M09.jpg		M07.jpg		M08.jpg
184	C	M1		Rychlost větru měříme anemometrem v:	metrech za sekundu (m/s).		procentech (%).		hektopascalech (hPa).	
185	C	M1		Na synoptické mapě je mrholení zobrazeno symbolem:		M13.jpg		M11.jpg		M12.jpg
186	C	M1	M12.jpg	Uvedený symbol na synoptické mapě znamená:	sněžení.		mrznoucí déšť.		jinovatka.	
187	C	M1	M11.jpg	Uvedený symbol na synoptické mapě znamená:	déšť.		mrholení.		kroupy.	
188	C	M1		V průběhu působení pevninské brízy vane vítr:	večer a v noci z pevniny na moře.		ráno a dopoledne z moře na pevninu.		v noci a dopoledne z moře na pevninu.	
189	C	M1		Studený a nárazovitý vítr přicházející od severovýchodu dosahující někdy až síly vichřice se na Jadranu nazývá:	bóra.		fén.		gregale.	
190	C	M1		Synoptická mapa znázorňuje:	rozložení barických útvarů.		doporučené plavební trasy.		směry mořských proudů a větrů v jednotlivých ročních obdobích.	
191	C	M1		Jestliže jsou na synoptické mapě izobary těsně vedle sebe, lze očekávat:	silný vítr.		slabý vítr.		bezvětří.	
192	C	M1		Jestliže jsou na synoptické mapě izobary od sebe značně vzdáleny, lze očekávat:	slabý vítr.		silnou vichřici.		silný vítr.	
193	C	M1		Jestliže se na horizontu objeví oblak cumulonimbus s vrcholkem připomínajícím kovadlinu, lze očekávat:	bouřku, silný nárazový vítr.		převážně pěkné počasí.		dosavadní ráz počasí se nezmění.	
194	C	M1		Červená obloha při východu slunce naznačuje:	pravděpodobnost špatného počasí.		převážně pěkné počasí.		nemá žádný význam.	
195	C	M1		Slunce zapadá za husté tmavé oblaky na horizontu. Oblaky mají červeně zbarvené okraje. Lze očekávat:	pravděpodobnost, že se zhorší počasí.		převážně pěkné počasí.		nemá žádný význam na vývoj počasí.	
196	C	M1		Část zemské atmosféry, ve které se odehrávají veškeré atmosférické děje se nazývá:	troposféra.		ionosféra.		stratosféra.	
197	C	M1		Na moři se tvoří hustší bílé čepice z přepadajících hřebenů. Podle Beaufortovy stupnice stavu moře se jedná o stupeň vlnění:	4.		3.		2.	
